dn,ndn,cl_lo,cl_hi,ch_id,key1,key2,key3,key4,lang,src,ft,fn,fp,nfn,nfp
Enigma machine,,,,,Science,IT,Cryptography,,en,wikipedia,html,Enigma_machine.htm,../content/W4S2013/wp/e/,,
Morse code,,,,,Science,IT,Cryptography,,en,wikipedia,html,Morse_code.htm,../content/W4S2013/wp/m/,,
ROT13,,,,,Science,IT,Cryptography,,en,wikipedia,html,ROT13.htm,../content/W4S2013/wp/r/,,
Android (operating system),,,,,Science,IT,Hardware,Mobile Phone,en,wikipedia,html,Android_%2528operating_system%2529.htm,../content/W4S2013/wp/a/,,
Angry Birds,,,,,Science,IT,Software,Mobile Phone,en,wikipedia,html,Angry_Birds.htm,../content/W4S2013/wp/a/,,
BlackBerry 10,,,,,Science,IT,Hardware,Mobile Phone,en,wikipedia,html,BlackBerry_10.htm,../content/W4S2013/wp/b/,,
Foursquare,,,,,Science,IT,Software,Mobile Phone,en,wikipedia,html,Foursquare.htm,../content/W4S2013/wp/f/,,
Instagram,,,,,Science,IT,Software,,en,wikipedia,html,Instagram.htm,../content/W4S2013/wp/i/,,
Mobile app,,,,,Science,IT,Software,Mobile Phone,en,wikipedia,html,Mobile_app.htm,../content/W4S2013/wp/m/,,
WhatsApp,,,,,Science,IT,Software,Mobile Phone,en,wikipedia,html,WhatsApp.htm,../content/W4S2013/wp/w/,,
Windows Phone,,,,,Science,IT,Hardware,Mobile Phone,en,wikipedia,html,Windows_Phone.htm,../content/W4S2013/wp/w/,,
iOS,,,,,Science,IT,Software,Mobile Phone,en,wikipedia,html,iOS.htm,../content/W4S2013/wp/i/,,
Apple Inc.,,,,,Science,IT,Hardware,Mobile Phone,en,wikipedia,html,Apple_Inc..htm,../content/W4S2013/wp/a/,,
Architecture of Windows NT,,,,,Science,IT,Software,,en,wikipedia,html,Architecture_of_Windows_NT.htm,../content/W4S2013/wp/a/,,
Btrieve,,,,,Science,IT,Software,,en,wikipedia,html,Btrieve.htm,../content/W4S2013/wp/b/,,
Emacs,,,,,Science,IT,Software,,en,wikipedia,html,Emacs.htm,../content/W4S2013/wp/e/,,
Firefox,,,,,Science,IT,Software,,en,wikipedia,html,Firefox.htm,../content/W4S2013/wp/f/,,
GNU Project,,,,,Science,IT,Software,,en,wikipedia,html,GNU_Project.htm,../content/W4S2013/wp/g/,,
Google Chrome,,,,,Science,IT,Software,,en,wikipedia,html,Google_Chrome.htm,../content/W4S2013/wp/g/,,
Intel,,,,,Science,IT,Hardware,,en,wikipedia,html,Intel.htm,../content/W4S2013/wp/i/,,
Internet Explorer,,,,,Science,IT,Software,,en,wikipedia,html,Internet_Explorer.htm,../content/W4S2013/wp/i/,,
Linux,,,,,Science,IT,Software,,en,wikipedia,html,Linux.htm,../content/W4S2013/wp/l/,,
Microsoft Windows,,,,,Science,IT,Software,,en,wikipedia,html,Microsoft_Windows.htm,../content/W4S2013/wp/m/,,
OpenBSD,,,,,Science,IT,Hardware,Mobile Phone,en,wikipedia,html,OpenBSD.htm,../content/W4S2013/wp/o/,,
OpenOffice,,,,,Science,IT,Hardware,Mobile Phone,en,wikipedia,html,OpenOffice.htm,../content/W4S2013/wp/o/,,
Plone (software),,,,,Science,IT,Hardware,Mobile Phone,en,wikipedia,html,Plone_%2528software%2529.htm,../content/W4S2013/wp/p/,,
Safari (web browser),,,,,Science,IT,Hardware,Mobile Phone,en,wikipedia,html,Safari_%2528web_browser%2529.htm,../content/W4S2013/wp/s/,,
Skype,,,,,Science,IT,Hardware,Mobile Phone,en,wikipedia,html,Skype.htm,../content/W4S2013/wp/s/,,
Speech synthesis,,,,,Science,IT,Hardware,Mobile Phone,en,wikipedia,html,Speech_synthesis.htm,../content/W4S2013/wp/s/,,
TeX,,,,,Science,IT,Hardware,Mobile Phone,en,wikipedia,html,TeX.htm,../content/W4S2013/wp/t/,,
Ubuntu,,,,,Science,IT,Hardware,Mobile Phone,en,wikipedia,html,Ubuntu.htm,../content/W4S2013/wp/u/,,
Unix,,,,,Science,IT,Hardware,Mobile Phone,en,wikipedia,html,Unix.htm,../content/W4S2013/wp/u/,,
Windows 2000,,,,,Science,IT,Hardware,Mobile Phone,en,wikipedia,html,Windows_2000.htm,../content/W4S2013/wp/w/,,
Windows 7,,,,,Science,IT,Hardware,Mobile Phone,en,wikipedia,html,Windows_7.htm,../content/W4S2013/wp/w/,,
Windows 8,,,,,Science,IT,Software,,en,wikipedia,html,Windows_8.htm,../content/W4S2013/wp/w/,,
Windows Vista,,,,,Science,IT,Software,,en,wikipedia,html,Windows_Vista.htm,../content/W4S2013/wp/w/,,
Windows XP,,,,,Science,IT,Software,,en,wikipedia,html,Windows_XP.htm,../content/W4S2013/wp/w/,,
X Window System,,,,,Science,IT,Software,,en,wikipedia,html,X_Window_System.htm,../content/W4S2013/wp/x/,,
All your base are belong to us,,,,,Science,IT,Internet,,en,wikipedia,html,All_your_base_are_belong_to_us.htm,../content/W4S2013/wp/a/,,
Blog,,,,,Science,IT,Internet,,en,wikipedia,html,Blog.htm,../content/W4S2013/wp/b/,,
Charity badge,,,,,Science,IT,Internet,,en,wikipedia,html,Charity_badge.htm,../content/W4S2013/wp/c/,,
Email,,,,,Science,IT,Internet,,en,wikipedia,html,Email.htm,../content/W4S2013/wp/e/,,
Facebook,,,,,Science,IT,Internet,,en,wikipedia,html,Facebook.htm,../content/W4S2013/wp/f/,,
Freerice,,,,,Science,IT,Internet,,en,wikipedia,html,Freerice.htm,../content/W4S2013/wp/f/,,
GNU,,,,,Science,IT,Internet,,en,wikipedia,html,GNU.htm,../content/W4S2013/wp/g/,,
Gmail,,,,,Science,IT,Internet,,en,wikipedia,html,Gmail.htm,../content/W4S2013/wp/g/,,
Google,,,,,Science,IT,Internet,,en,wikipedia,html,Google.htm,../content/W4S2013/wp/g/,,
Google Maps,,,,,Science,IT,Internet,,en,wikipedia,html,Google_Maps.htm,../content/W4S2013/wp/g/,,
